p,279214,2.13140230231815
a,575390,4.3922853822904315
c,380414,2.903920560695584
k,50525,0.3856866107165992
g,182896,1.3961511796857622
e,1040604,7.943533495460387
 ,2771612,21.157320900573083
o,570309,4.353499164199366
m,256715,1.9596543942624793
.,306502,2.339707423213441
v,122265,0.9333196132462148
s,562310,4.292438160753111
l,514533,3.9277286268549028
r,676381,5.163208222525563
t,819532,6.255962779887105
d,222013,1.6947539140034507
x,68697,0.524404019720895
f,214716,1.639051683456216
i,636128,4.855933741750199
;,144220,1.1009148539841256
"
",325661,2.485959175310805
j,50172,0.3829919571078321
n,506479,3.866247776529094
u,273754,2.089722957547984
y,87277,0.6662359292135107
@,17787,0.13577848084742505
(,206345,1.5751509883882566
w,55703,0.4252132860316027
=,71244,0.5438467470340108
),206342,1.575128087649372
_,27580,0.21053412614673542
b,122440,0.9346554896811561
{,55527,0.42386977601703324
"""",105536,0.8056174596454629
",",105318,0.8039533392865076
h,105141,0.80260219569231
},55534,0.42392321107443093
z,9463,0.07223656402199265
0,15890,0.12129758029266229
3,8111,0.061915964364618235
1,22228,0.16967920797641894
*,30623,0.23376310895545607
+,6737,0.05142742595542264
?,3271,0.024969438963958358
:,10153,0.07750373396547515
q,29205,0.22293869304261812
!,10501,0.08016021967610111
[,2890,0.02206104512560063
],2838,0.021664098984932382
%,1331,0.010160294485181466
4,6328,0.048305291887474316
<,25531,0.19489292148848086
>,30586,0.23348066650921137
/,21652,0.1652822661105553
-,11369,0.08678616679340953
2,15180,0.11587773875661507
|,2528,0.019297689300179374
&,4789,0.036557212839619865
5,5810,0.044351097640048326
8,4977,0.03799232580972814
',3748,0.0286106564466267
7,5167,0.03944270593909289
\\,2496,0.019053414752075837
9,4267,0.03257248427368093
#,1291,0.009854951300052046
6,4833,0.03689309034326223
	,22283,0.1700990548559719
è,32,0.00024427454810353635
â,13,9.923653516706165e-05
$,514,0.003923659928913053
é,376,0.0028702259402165523
à,69,0.0005267169943482503
^,25,0.00019083949070588778
…,4,3.0534318512942044e-05
®,1,7.633579628235511e-06
ç,10,7.633579628235512e-05
ê,43,0.000328243924014127
î,11,8.396937591059063e-05
ù,5,3.816789814117756e-05
œ,1,7.633579628235511e-06
`,14,0.00010687011479529717
ô,1,7.633579628235511e-06
£,3,2.2900738884706536e-05
