2,2772,0.3507187076547015
0,2093,0.2648103373453428
3,1733,0.2192624532343426
5,1016,0.12854625071326722
1,2612,0.3304752036053681
8,521,0.06591791006064195
4,774,0.09792795083865041
"
",14151,1.7904114112632326
t,45887,5.805710439448516
a,43410,5.492315692384773
g,8845,1.119086208227213
s,43760,5.53659835749269
:,2876,0.3638769852867682
 ,120360,15.228175921111065
#,3247,0.41081661030116007
h,10759,1.3612491254173642
e,79662,10.078987622362494
/,3742,0.47344495095378536
p,19175,2.426057438412302
r,41490,5.249393643792772
o,38498,4.870840118070237
f,9472,1.1984154397205384
m,16464,2.083056566676409
c,22817,2.886850199335254
i,41593,5.26242539952453
n,39748,5.028992493455655
l,28213,3.5695623733990236
u,29479,3.729739099189374
v,8459,1.0702487547081962
y,6521,0.8250493119106451
k,3042,0.3848796207379516
[,1977,0.25013379690957604
],1978,0.2502603188098844
(,1658,0.20977331071121755
w,3542,0.44814057089211856
.,8270,1.0463361155499211
),1663,0.21040592021275922
@,94,0.011893058628983384
>,543,0.0687013918674253
’,407,0.05149441342549189
b,6174,0.7811462125036533
d,20809,2.6327942235161195
",",5578,0.7057391599198863
x,2796,0.3537552332621015
-,4846,0.6131251288941859
_,617,0.078064012490242
{,95,0.012019580529291718
},96,0.012146102429600052
j,2793,0.3533756675611765
',4199,0.5312654593946939
à,1475,0.18661980295479247
è,891,0.11273101317472548
é,6465,0.8179640854933785
q,4660,0.5895920554368358
?,790,0.09995230124358376
=,951,0.12032232719322551
%,168,0.02125567925180009
&,143,0.018092631744091744
z,672,0.08502271700720036
7,500,0.06326095015416694
9,570,0.07211748317575031
*,3920,0.49596584920866876
ê,575,0.07275009267729197
ç,492,0.06224877495170027
â,136,0.017206978441933408
î,54,0.006832182616650029
6,554,0.07009313277081697
 ,79,0.009995230124358375
ù,122,0.015435671837616733
û,28,0.0035426132086333485
"""",1088,0.13765582753546726
;,110,0.013917409033916726
!,181,0.022900463955808432
€,79,0.009995230124358375
+,387,0.048963975419325206
	,733,0.09274055292600873
`,600,0.07591314018500032
<,141,0.017839587943475076
|,1697,0.21470766482324258
–,9,0.0011386971027750048
ô,102,0.012905233831450055
~,98,0.012399146230216719
»,11,0.0013917409033916725
⎡,2,0.00025304380061666774
⎜,12,0.0015182628037000065
↳,40,0.005060876012333355
⎣,2,0.00025304380061666774
\\,34,0.004301744610483352
​,11,0.0013917409033916725
🏀,1,0.00012652190030833387
✍,1,0.00012652190030833387
️,1,0.00012652190030833387
🥩,1,0.00012652190030833387
$,77,0.009742186323741709
«,6,0.0007591314018500033
®,1,0.00012652190030833387
ï,9,0.0011386971027750048
ö,2,0.00025304380061666774
œ,12,0.0015182628037000065
ë,15,0.001897828504625008
½,5,0.0006326095015416693
—,285,0.03605874158787516
“,10,0.0012652190030833386
”,10,0.0012652190030833386
°,4,0.0005060876012333355
≈,1,0.00012652190030833387
•,12,0.0015182628037000065
́,1,0.00012652190030833387
´,2,0.00025304380061666774
♬,2,0.00025304380061666774
^,3,0.00037956570092500164
ä,1,0.00012652190030833387
æ,2,0.00025304380061666774
²,1,0.00012652190030833387
†,3,0.00037956570092500164
±,1,0.00012652190030833387
