t,é,1047,0.13246842962282557
é,d,131,0.016574368940391736
é,a,284,0.03593221968756682
l,"
",140,0.01771306604316674
/,d,135,0.017080456541625072
.,u,71,0.008983054921891704
a,/,129,0.01632132513977507
/,r,129,0.01632132513977507
t,/,82,0.010374795825283377
s,/,252,0.031883518877700134
r,/,77,0.009742186323741709
/,i,180,0.022773942055500096
n,/,98,0.012399146230216719
n,3,25,0.0031630475077083467
2,5,78,0.009868708224050043
5,3,23,0.002910003707091679
3,9,22,0.002783481806783345
9,/,19,0.0024039161058583437
/,s,238,0.03011221227338346
s,g,47,0.005946529314491692
g,/,96,0.012146102429600052
s,a,1256,0.15891150678726734
h,%,4,0.0005060876012333355
0,c,30,0.003795657009250016
r,%,4,0.0005060876012333355
0,a,3,0.00037956570092500164
n,b,41,0.005187397912641689
l,%,7,0.0008856533021583371
0,p,4,0.0005060876012333355
h,.,43,0.005440441713258357
r,.,366,0.0463070155128502
.,a,678,0.08578184840905037
n,@,8,0.001012175202466671
@,u,32,0.004048700809866684
"
",*,271,0.034287434983558476
*,*,1890,0.239126391582751
*,i,30,0.003795657009250016
é,r,729,0.09223446532477539
r,ê,85,0.01075436152620838
ê,t,395,0.04997615062179188
e,*,191,0.02416568295889177
*,"
",146,0.018472197445016745
-, ,2167,0.2741729579681595
 , ,3320,0.4200527090236684
u,x,769,0.09729534133710875
é,c,650,0.08223923520041701
c,u,725,0.09172837772354206
u,"
",46,0.005820007414183358
t,"
",312,0.03947483289620017
d,"
",81,0.010248273924975043
d,u,950,0.12019580529291718
g,a,813,0.10286230495067544
"
",d,166,0.021002635451183423
n,-,100,0.012652190030833387
-,s,103,0.013031755731758389
i,z,218,0.027581774267216783
z,e,68,0.008603489220966704
o,o,472,0.059718336945533586
o,p,658,0.08325141040288368
m,u,355,0.04491527460945852
u,l,967,0.12234667759815886
l,t,334,0.04225831470298351
i,-,39,0.004934354112025021
-,a,75,0.00948914252312504
e,i,492,0.06224877495170027
-,t,53,0.006705660716341695
5,"
",74,0.009362620622816707
n,1,16,0.002024350404933342
4,3,27,0.0034160913083250144
3,4,32,0.004048700809866684
4,1,47,0.005946529314491692
1,/,45,0.005693485513875024
/,n,45,0.005693485513875024
0,e,17,0.002150872305241676
l,-,58,0.007338270217883364
-,m,92,0.011640014828366716
u,k,11,0.0013917409033916725
k,/,20,0.0025304380061666773
:,m,2,0.00025304380061666774
@,i,5,0.0006326095015416693
l,g,47,0.005946529314491692
r,q,91,0.011513492928058382
 ,(,1062,0.13436625812745057
(,a,58,0.007338270217883364
d,n,12,0.0015182628037000065
n,",",360,0.04554788411100019
o,d,688,0.08704706741213371
g,é,186,0.0235330734573501
é,n,230,0.029100037070916792
n,é,315,0.03985439859712517
é,t,534,0.0675626947646503
i,q,726,0.09185489962385039
e,),201,0.02543090196197511
),",",153,0.01935785074717508
b,a,727,0.09198142152415872
e,z,227,0.028720471369991788
z, ,208,0.026316555264133446
x,i,178,0.022520898254883428
d,',906,0.11462884167935049
',é,208,0.026316555264133446
é,v,186,0.0235330734573501
v,o,1276,0.16144194479343402
t,.,516,0.06528530055910028
b,s,88,0.01113392722713338
é,l,164,0.020749591650566755
l,é,189,0.0239126391582751
 ,é,561,0.07097878607297531
u,d,402,0.05086180392395022
m,é,247,0.031250909376158466
s,m,93,0.01176653672867505
l,s,985,0.12462407180370887
z,o,55,0.006958704516958363
x,",",54,0.006832182616650029
g,è,13,0.0016447847040083404
è,n,20,0.0025304380061666773
h,y,135,0.017080456541625072
y,b,68,0.008603489220966704
u,p,541,0.06844834806680862
e,g,301,0.038083091992808495
g,m,59,0.007464792118191698
m,ê,167,0.021129157351491755
ê,m,168,0.02125567925180009
',i,587,0.07426835548099198
f,é,210,0.026569599064750114
c,é,94,0.011893058628983384
c,l,769,0.09729534133710875
x,.,74,0.009362620622816707
o,c,751,0.09501794713155874
',h,64,0.008097401619733368
é,p,303,0.038336135793425166
o,g,382,0.04833136591778354
s,p,1565,0.19800677398254252
p,é,284,0.03593221968756682
è,c,26,0.0032895694080166808
a,q,218,0.027581774267216783
l,è,106,0.01341132143268339
è,m,159,0.020116982149025086
y,p,170,0.02150872305241676
(,o,40,0.005060876012333355
s,),211,0.026696120965058447
g,o,339,0.042890924204525185
h,m,67,0.00847696732065837
h,é,110,0.013917409033916726
é,m,110,0.013917409033916726
f,f,559,0.07072574227235863
2,2,125,0.015815237538541735
2,"
",47,0.005946529314491692
3,1,63,0.007970879719425034
1,3,112,0.014170452834533394
3,3,22,0.002783481806783345
0,r,3,0.00037956570092500164
h,/,36,0.004554788411100019
a,.,103,0.013031755731758389
.,r,15,0.001897828504625008
h,@,2,0.00025304380061666774
"
",s,299,0.03783004819219183
s,é,304,0.0384626576937335
y,s,310,0.0392217890955835
’,i,38,0.004807832211716687
o,-,59,0.007464792118191698
-,i,59,0.007464792118191698
p,i,524,0.06629747576156694
’,a,68,0.008603489220966704
’,o,10,0.0012652190030833386
t,è,85,0.01075436152620838
d,y,118,0.014929584236383396
y,n,43,0.005440441713258357
é,o,137,0.01733350034224174
n,.,343,0.043397011805758515
1,5,170,0.02150872305241676
5,5,24,0.003036525607400013
1,"
",69,0.008730011121275038
e,o,150,0.01897828504625008
m,s,122,0.015435671837616733
#,c,13,0.0016447847040083404
/,v,30,0.003795657009250016
.,h,25,0.0031630475077083467
t,m,53,0.006705660716341695
m,l,38,0.004807832211716687
l,),53,0.006705660716341695
a,@,2,0.00025304380061666774
t,g,28,0.0035426132086333485
g,p,25,0.0031630475077083467
',o,353,0.04466223080884186
p,u,296,0.037450482491266826
',u,338,0.042764402304216846
e,j,34,0.004301744610483352
j,o,569,0.07199096127544197
 ,z,57,0.007211748317575031
z,u,9,0.0011386971027750048
é,g,231,0.029226558971225124
 ,2,543,0.0687013918674253
5, ,187,0.023659595357658433
0, ,318,0.04023396429805017
[,[,530,0.06705660716341695
[,1,8,0.001012175202466671
1,],10,0.0012652190030833386
/,m,92,0.011640014828366716
.,e,60,0.007591314018500032
h,z,8,0.001012175202466671
z,.,17,0.002150872305241676
-,v,28,0.0035426132086333485
),],90,0.011386971027750048
],.,44,0.00556696361356669
>,"
",82,0.010374795825283377
>,i,2,0.00025304380061666774
e,ç,11,0.0013917409033916725
ç,u,9,0.0011386971027750048
i,x,84,0.010627839625900045
u,é,123,0.015562193737925067
o,h,40,0.005060876012333355
h,n,77,0.009742186323741709
1, ,239,0.030238734173691797
c,m,34,0.004301744610483352
m,),35,0.004428266510791685
), ,500,0.06326095015416694
0,0,173,0.02188828875334176
2, ,294,0.03719743869065016
[,2,10,0.0012652190030833386
2,],15,0.001897828504625008
e,w,292,0.03694439489003349
w,s,97,0.012272624329908385
s,-,71,0.008983054921891704
d,-,93,0.01176653672867505
/,a,115,0.014550018535458396
m,-,13,0.0016447847040083404
-,p,96,0.012146102429600052
-,f,72,0.009109576822200038
r,-,63,0.007970879719425034
>,e,1,0.00012652190030833387
e,h,64,0.008097401619733368
g,n,300,0.03795657009250016
t,",",699,0.08843880831552538
v,u,71,0.008983054921891704
i,é,107,0.013537843332991724
[,3,5,0.0006326095015416693
3,],14,0.0017713066043166742
h,"
",47,0.005946529314491692
"
",a,188,0.02378611725796677
"
",e,177,0.022394376354575096
"
",c,213,0.026949164765675115
k,e,622,0.07869662199178366
"
",k,4,0.0005060876012333355
k,i,621,0.07857010009147533
x,c,83,0.010501317725591711
z,a,107,0.013537843332991724
1,7,100,0.012652190030833387
7,1,33,0.004175222710175018
1,9,98,0.012399146230216719
9,0,43,0.005440441713258357
#,i,93,0.01176653672867505
u,v,620,0.078443578191167
r,g,478,0.060477468347383594
),.,272,0.034413956883866816
r,è,222,0.02808786186845012
è,s,278,0.035173088285716816
s,',141,0.017839587943475076
t,â,74,0.009362620622816707
â,c,102,0.012905233831450055
r,",",401,0.05073528202364188
u,f,104,0.013158277632066723
 ,î,3,0.00037956570092500164
î,l,5,0.0006326095015416693
(,i,30,0.003795657009250016
[,h,80,0.01012175202466671
n,],76,0.009615664423433375
],],503,0.06364051585509194
],"
",374,0.047319190715316865
l,k,41,0.005187397912641689
g,h,352,0.04453570890853352
f,u,213,0.026949164765675115
n,',213,0.026949164765675115
',t,49,0.006199573115108359
o,v,350,0.044282665107916855
"
",y,200,0.025304380061666774
m,.,81,0.010248273924975043
3,6,34,0.004301744610483352
6,"
",20,0.0025304380061666773
9,1,37,0.004681310311408353
/,g,100,0.012652190030833387
g,l,200,0.025304380061666774
n,%,9,0.0011386971027750048
0,b,9,0.0011386971027750048
.,b,13,0.0016447847040083404
"
",g,32,0.004048700809866684
d,j,19,0.0024039161058583437
’,u,23,0.002910003707091679
t,d,13,0.0016447847040083404
(,b,16,0.002024350404933342
r,),52,0.0065791388160333615
b,o,980,0.12399146230216719
 ,&,28,0.0035426132086333485
&, ,23,0.002910003707091679
(,r,24,0.003036525607400013
e, ,8,0.001012175202466671
 ,[,8,0.001012175202466671
[,c,58,0.007338270217883364
s,n,45,0.005693485513875024
g,],83,0.010501317725591711
.,n,27,0.0034160913083250144
c,-,9,0.0011386971027750048
-,c,170,0.02150872305241676
.,g,47,0.005946529314491692
g,c,13,0.0016447847040083404
c,.,108,0.013664365233300058
x,_,5,0.0006326095015416693
_,f,15,0.001897828504625008
f,r,493,0.0623752968520086
p,),19,0.0024039161058583437
), ,12,0.0015182628037000065
 ,à,2,0.00025304380061666774
-,b,52,0.0065791388160333615
9,",",5,0.0006326095015416693
o,ù,122,0.015435671837616733
ù, ,115,0.014550018535458396
b,t,32,0.004048700809866684
a,î,43,0.005440441713258357
î,t,36,0.004554788411100019
4,.,107,0.013537843332991724
d,’,74,0.009362620622816707
x,e,204,0.02581046766290011
"
",f,72,0.009109576822200038
 ,ç,400,0.05060876012333355
ç,a,423,0.053518763830425226
é,j,47,0.005946529314491692
j,à,40,0.005060876012333355
 ,?,175,0.022141332553958427
?, ,137,0.01733350034224174
l,",",210,0.026569599064750114
c,"
",57,0.007211748317575031
u,',674,0.08527576080781703
s,û,8,0.001012175202466671
û,r,9,0.0011386971027750048
r,"
",259,0.032769172179858475
j,u,222,0.02808786186845012
s,q,111,0.01404393093422506
',à,31,0.00392217890955835
c,k,694,0.0878061988139837
k,p,4,0.0005060876012333355
5,2,37,0.004681310311408353
2,8,37,0.004681310311408353
8,"
",27,0.0034160913083250144
n,m,30,0.003795657009250016
n,"
",252,0.031883518877700134
"
",2,181,0.022900463955808432
2,.,243,0.03074482177492513
"
",3,125,0.015815237538541735
3,.,156,0.019737416448100085
l,à,66,0.008350445420350036
n,q,53,0.006705660716341695
r,d,1149,0.14537366345427563
0,m,44,0.00556696361356669
 ,5,222,0.02808786186845012
a,f,243,0.03074482177492513
 ,.,46,0.005820007414183358
r,h,12,0.0015182628037000065
o,k,191,0.02416568295889177
/,1,40,0.005060876012333355
3,-,23,0.002910003707091679
-,y,18,0.0022773942055500096
b,-,36,0.004554788411100019
 ,ê,188,0.02378611725796677
2,9,51,0.0064526169157250275
1,6,101,0.012778711931141721
6,0,53,0.006705660716341695
t,:,92,0.011640014828366716
:,[,9,0.0011386971027750048
[,m,68,0.008603489220966704
e,],142,0.01796610984378341
[,p,100,0.012652190030833387
y,],19,0.0024039161058583437
 ,9,61,0.007717835918808366
(,t,33,0.004175222710175018
?,),17,0.002150872305241676
f,",",29,0.003669135108941682
f,s,133,0.016827412741008404
é,.,76,0.009615664423433375
 ,"""",247,0.031250909376158466
"""",p,24,0.003036525607400013
s,"""",72,0.009109576822200038
"""",",",100,0.012652190030833387
(,[,9,0.0011386971027750048
[,s,107,0.013537843332991724
t,],59,0.007464792118191698
],),17,0.002150872305241676
u,h,16,0.002024350404933342
o,y,163,0.020623069750258422
y,e,193,0.024418726759508437
v,r,258,0.03264265027955014
t,-,189,0.0239126391582751
-,ê,14,0.0017713066043166742
a,j,148,0.018725241245633413
"""",[,3,0.00037956570092500164
[,b,15,0.001897828504625008
l,],29,0.003669135108941682
],"""",4,0.0005060876012333355
[,g,36,0.004554788411100019
"""", ,205,0.025936989563208442
(,g,32,0.004048700809866684
g,t,64,0.008097401619733368
d,),17,0.002150872305241676
[,7,1,0.00012652190030833387
7, ,47,0.005946529314491692
h,l,41,0.005187397912641689
"""",.,16,0.002024350404933342
f,.,19,0.0024039161058583437
é,f,233,0.029479602771841792
"
",o,112,0.014170452834533394
é,"
",41,0.005187397912641689
"
",h,59,0.007464792118191698
n,:,32,0.004048700809866684
s,l,214,0.027075686665983447
a,y,349,0.04415614320760852
"
",4,61,0.007717835918808366
d,b,45,0.005693485513875024
"
",5,47,0.005946529314491692
5,.,77,0.009742186323741709
w,n,92,0.011640014828366716
(,m,42,0.005313919812950023
s,;,7,0.0008856533021583371
;, ,73,0.009236098722508372
"
",6,24,0.003036525607400013
6,.,43,0.005440441713258357
 ,',24,0.003036525607400013
',s,89,0.011260449127441714
g,',1,0.00012652190030833387
', ,30,0.003795657009250016
t,),90,0.011386971027750048
"
",7,17,0.002150872305241676
7,.,29,0.003669135108941682
n,p,371,0.04693962501439187
"
",8,13,0.0016447847040083404
8,.,39,0.004934354112025021
"
",r,106,0.01341132143268339
(,c,84,0.010627839625900045
c,f,24,0.003036525607400013
[,a,58,0.007338270217883364
"
",q,36,0.004554788411100019
?,"
",265,0.033528303581708475
-,>,289,0.036564829189108486
[,o,14,0.0017713066043166742
m,],10,0.0012652190030833386
3, ,216,0.027328730466600115
b,d,26,0.0032895694080166808
a,a,41,0.005187397912641689
r,l,152,0.01923132884686675
 ,7,69,0.008730011121275038
7,/,18,0.0022773942055500096
(,5,7,0.0008856533021583371
o,e,102,0.012905233831450055
"
",!,76,0.009615664423433375
!,[,121,0.015309149937308399
[,n,13,0.0016447847040083404
a,#,11,0.0013917409033916725
#,p,27,0.0034160913083250144
s,],129,0.01632132513977507
u,j,104,0.013158277632066723
r,?,27,0.0034160913083250144
(,s,66,0.008350445420350036
r,p,98,0.012399146230216719
x,/,17,0.002150872305241676
/, ,122,0.015435671837616733
x,?,296,0.037450482491266826
(,n,17,0.002150872305241676
 ,-,573,0.07249704887667531
h,u,238,0.03011221227338346
(,e,80,0.01012175202466671
n,),63,0.007970879719425034
),?,4,0.0005060876012333355
s,?,51,0.0064526169157250275
k,a,116,0.014676540435766728
l,q,74,0.009362620622816707
i,",",124,0.0156887156382334
c,),34,0.004301744610483352
e,?,50,0.006326095015416693
 ,*,641,0.081100538097642
*,h,40,0.005060876012333355
h,*,29,0.003669135108941682
*, ,562,0.07110530797328364
