l,l, ,881,0.11146579417164214
l, ,"
",44,0.00556696361356669
 ,"
",l,63,0.007970879719425034
"
",l,i,61,0.007717835918808366
l,i,n,357,0.045168318410075195
i,n,k,155,0.01961089454779175
n,k,:,48,0.006073051214800026
k,:, ,49,0.006199573115108359
:, ,[,111,0.01404393093422506
 ,[,l,56,0.007085226417266697
[,l,i,67,0.00847696732065837
n,k,],49,0.006199573115108359
k,],(,54,0.006832182616650029
],(,h,505,0.0638935596557086
(,h,t,505,0.0638935596557086
h,t,t,715,0.09046315872045872
t,t,p,715,0.09046315872045872
t,p,s,689,0.08717358931244204
p,s,:,686,0.08679402361151703
s,:,/,684,0.08654097981090036
:,/,/,716,0.09058968062076705
/,/,w,135,0.017080456541625072
/,w,w,128,0.016194803239466735
w,w,w,128,0.016194803239466735
w,w,.,128,0.016194803239466735
w,.,s,4,0.0005060876012333355
.,s,i,4,0.0005060876012333355
s,i,a,7,0.0008856533021583371
i,a,m,13,0.0016447847040083404
a,m,a,171,0.02163524495272509
m,a,k,86,0.010880883426516713
a,k,.,1,0.00012652190030833387
k,.,p,3,0.00037956570092500164
.,p,a,9,0.0011386971027750048
p,a,g,72,0.009109576822200038
a,g,e,785,0.09931969174204208
g,e,/,4,0.0005060876012333355
e,/,),8,0.001012175202466671
/,),"
",49,0.006199573115108359
),"
",m,49,0.006199573115108359
"
",m,a,94,0.011893058628983384
m,a,i,727,0.09198142152415872
a,i,l,397,0.050229194422408543
i,l,:,48,0.006073051214800026
l,:, ,51,0.0064526169157250275
:, ,s,72,0.009109576822200038
 ,s,i,721,0.09122229012230872
a,k,@,1,0.00012652190030833387
k,@,c,2,0.00025304380061666774
@,c,s,8,0.001012175202466671
c,s,.,63,0.007970879719425034
s,.,m,39,0.004934354112025021
.,m,c,47,0.005946529314491692
l,l,.,78,0.009868708224050043
l,.,c,164,0.020749591650566755
.,c,a,155,0.01961089454779175
c,a,"
",46,0.005820007414183358
a,"
","
",79,0.009995230124358375
"
","
",#,1337,0.16915978071224239
"
",#, ,596,0.07540705258376698
#, ,s,217,0.02745525236690845
 ,s,u,1206,0.15258541177185064
s,u,m,91,0.011513492928058382
u,m,m,58,0.007338270217883364
m,m,a,127,0.016068281339158403
m,a,r,263,0.03327525978109181
a,r,y,132,0.01670089084070007
r,y,"
",63,0.007970879719425034
y,"
","
",85,0.01075436152620838
"
","
",>,42,0.005313919812950023
"
",>, ,71,0.008983054921891704
>, ,s,20,0.0025304380061666773
i,t,e,530,0.06705660716341695
t,e,"
",72,0.009109576822200038
e,"
",>,8,0.001012175202466671
>, ,m,18,0.0022773942055500096
 ,m,y,102,0.012905233831450055
m,y, ,91,0.011513492928058382
y, ,r,134,0.01695393464131674
 ,r,e,1651,0.2088876574090592
r,e,s,1228,0.15536889357863398
s,e,a,81,0.010248273924975043
a,r,c,232,0.029353080871533457
r,c,h,328,0.04149918330113351
c,h, ,273,0.03454047878417515
h, ,a,105,0.013284799532375057
 ,a,r,597,0.07553357448407533
a,r,e,443,0.05604920183659191
r,e,a,796,0.10071143264543377
e,a, ,21,0.0026569599064750113
a, ,i,32,0.004048700809866684
 ,i,s,282,0.03567917588695015
i,s, ,1578,0.19965155868655085
s, ,m,423,0.053518763830425226
 ,m,a,1433,0.18130588314184243
n,e, ,1953,0.24709727130217604
e, ,l,1783,0.2255885482497593
 ,l,e,3725,0.47129407864854367
n,g,.,92,0.011640014828366716
g,., ,66,0.008350445420350036
., ,i,260,0.03289569408016681
 ,i,’,1,0.00012652190030833387
i,’,m,1,0.00012652190030833387
’,m, ,1,0.00012652190030833387
m, ,b,14,0.0017713066043166742
 ,b,r,134,0.01695393464131674
b,r,o,31,0.00392217890955835
r,o,a,17,0.002150872305241676
o,a,d,15,0.001897828504625008
a,d,l,11,0.0013917409033916725
d,l,y,10,0.0012652190030833386
l,y, ,337,0.042637880403908514
y, ,i,108,0.013664365233300058
 ,i,n,1841,0.23292681846764265
i,n,t,881,0.11146579417164214
n,t,e,905,0.11450231977904216
t,e,r,1533,0.19395807317267583
e,r,e,299,0.03783004819219183
e,s,t,1910,0.24165682958891768
s,t,e,787,0.09957273554265876
t,e,d,238,0.03011221227338346
e,d, ,851,0.10767013716239213
d, ,i,313,0.0396013547965085
i,n, ,1248,0.15789933158480068
n, ,t,670,0.0847696732065837
 ,t,h,2292,0.28998819550670124
h,e, ,1332,0.1685271712107007
e, ,p,1850,0.23406551557041766
 ,p,r,1725,0.21825027803187594
r,o,b,144,0.018219153644400077
o,b,l,97,0.012272624329908385
b,l,e,539,0.06819530426619196
l,e,m,286,0.03618526348818349
e,m, ,97,0.012272624329908385
m, ,o,23,0.002910003707091679
 ,o,f,690,0.08730011121275037
o,f, ,651,0.08236575710072536
f, ,r,13,0.0016447847040083404
r,e,p,238,0.03011221227338346
e,p,r,63,0.007970879719425034
p,r,e,734,0.09286707482631706
s,e,n,342,0.04327048990545018
e,n,t,3506,0.44358578248101854
n,t,a,244,0.030871343675233465
t,a,t,372,0.0470661469147002
a,t,i,1437,0.18181197074307578
t,i,o,2319,0.2934042868150262
i,o,n,2794,0.3535021894614848
o,n, ,3116,0.39424224136076835
n, ,l,195,0.024671770560125105
g, ,a,155,0.01961089454779175
 ,a,n,1348,0.17055152161563406
a,n,d,1464,0.1852280620514008
n,d, ,1444,0.1826976240452341
i,n,f,234,0.029606124672150125
n,f,e,9,0.0011386971027750048
f,e,r,136,0.017206978441933408
r,e,n,861,0.10893535616547546
e,n,c,960,0.12146102429600052
n,c,e,1287,0.1628336856968257
c,e, ,1414,0.1789019670359841
e, ,i,406,0.05136789152518355
n, ,s,458,0.05794703034121691
 ,s,t,608,0.076925315387467
s,t,r,459,0.058073552241525245
t,r,u,300,0.03795657009250016
r,u,c,211,0.026696120965058447
u,c,t,97,0.012272624329908385
c,t,u,195,0.024671770560125105
t,u,r,515,0.06515877865879194
u,r,e,679,0.0859083703093587
r,e,d,152,0.01923132884686675
e,d,",",20,0.0025304380061666773
d,",", ,121,0.015309149937308399
",", ,c,326,0.041246139500516844
 ,c,o,2630,0.3327525978109181
c,o,m,1890,0.239126391582751
o,m,p,510,0.06452616915725028
m,p,l,413,0.05225354482734189
p,l,e,396,0.05010267252210021
l,e,x,95,0.012019580529291718
e,x, ,73,0.009236098722508372
x, ,a,56,0.007085226417266697
d, ,c,134,0.01695393464131674
o,m,b,241,0.03049177797430846
m,b,i,85,0.01075436152620838
b,i,n,66,0.008350445420350036
i,n,a,188,0.02378611725796677
n,a,t,193,0.024418726759508437
a,t,o,72,0.009109576822200038
t,o,r,203,0.025683945762591774
o,r,i,267,0.03378134738232515
r,i,a,81,0.010248273924975043
i,a,l,324,0.04099309569990017
a,l, ,767,0.09704229753649207
l, ,d,182,0.023026985856116764
 ,d,o,957,0.12108145859507552
d,o,m,92,0.011640014828366716
o,m,a,160,0.02024350404933342
a,i,n,1030,0.13031755731758388
i,n,s,498,0.06300790635355026
n,s,.,173,0.02188828875334176
s,., ,595,0.07528053068345865
n, ,a,845,0.10691100576054212
 ,a,d,183,0.0231535077564251
a,d,d,92,0.011640014828366716
d,d,i,58,0.007338270217883364
d,i,t,181,0.022900463955808432
i,t,i,485,0.06136312164954193
 ,t,o,1882,0.23811421638028435
t,o, ,1076,0.13613756473176725
o, ,i,98,0.012399146230216719
 ,i,t,290,0.036691351089416825
i,t,s,213,0.026949164765675115
t,s, ,858,0.10855579046455047
s, ,p,1231,0.155748459279559
 ,p,o,1861,0.23545725647380933
p,o,t,60,0.007591314018500032
o,t,e,229,0.028973515170608456
t,e,n,571,0.07224400507605865
n,t,i,488,0.06174268735046693
t,i,a,116,0.014676540435766728
l, ,r,59,0.007464792118191698
 ,r,o,313,0.0396013547965085
r,o,l,198,0.025051336261050106
o,l,e,123,0.015562193737925067
l,e, ,3063,0.38753658064442664
a,r,t,577,0.07300313647790864
r,t,i,408,0.05162093532580022
t,i,f,280,0.03542613208633348
i,f,i,358,0.04529484031038353
f,i,c,496,0.0627548625529336
i,c,i,369,0.0466865812137752
c,i,a,236,0.029859168472766793
l, ,g,28,0.0035426132086333485
 ,g,e,313,0.0396013547965085
g,e,n,537,0.06794226046557529
e,n,e,227,0.028720471369991788
n,e,r,456,0.05769398654060025
e,r,a,329,0.04162570520144184
r,a,l,184,0.023280029656733432
l, ,i,185,0.023406551557041765
t,e,l,242,0.030618299874616797
e,l,l,1309,0.16561716750360903
l,l,i,228,0.028846993270300124
l,i,g,240,0.03036525607400013
i,g,e,130,0.016447847040083403
c,e,",",85,0.01075436152620838
e,",", ,1119,0.1415780064450256
",", ,o,294,0.03719743869065016
 ,o,u,496,0.0627548625529336
o,u,r,3006,0.3803248323268516
u,r, ,3038,0.3843735331367183
r, ,a,634,0.08021488479548368
 ,a,b,298,0.03770352629188349
a,b,i,319,0.040360486198358504
b,i,l,303,0.038336135793425166
i,l,i,589,0.07452139928160866
l,i,t,395,0.04997615062179188
t,y, ,290,0.036691351089416825
y, ,t,195,0.024671770560125105
o, ,d,116,0.014676540435766728
 ,d,r,99,0.012525668130525053
d,r,a,56,0.007085226417266697
r,a,w,16,0.002024350404933342
a,w, ,10,0.0012652190030833386
w, ,i,18,0.0022773942055500096
e, ,w,230,0.029100037070916792
 ,w,i,504,0.06376703775540027
w,i,t,295,0.037323960590958494
i,t,h,390,0.04934354112025021
t,h, ,352,0.04453570890853352
h, ,s,31,0.00392217890955835
d, ,d,122,0.015435671837616733
 ,d,a,960,0.12146102429600052
d,a,t,104,0.013158277632066723
a,t,a,58,0.007338270217883364
t,a, ,66,0.008350445420350036
s, ,e,846,0.10703752766085045
 ,e,s,713,0.09021011491984204
s,s,e,738,0.0933731624275504
 ,a, ,1481,0.18737893435664246
a, ,d,315,0.03985439859712517
t,a,-,3,0.00037956570092500164
a,-,d,5,0.0006326095015416693
-,d,r,3,0.00037956570092500164
d,r,i,53,0.006705660716341695
r,i,v,99,0.012525668130525053
v,e,n,426,0.05389832953135023
e,n, ,1869,0.23646943167627602
 ,a,p,391,0.04947006302055854
a,p,p,451,0.05706137703905858
p,p,r,224,0.028340905669066788
o,a,c,12,0.0015182628037000065
h, ,t,128,0.016194803239466735
o, ,s,87,0.011007405326825048
 ,s,c,192,0.024292204859200105
s,c,i,74,0.009362620622816707
c,i,e,366,0.0463070155128502
i,e,n,846,0.10703752766085045
c,e,.,83,0.010501317725591711
e,., ,589,0.07452139928160866
., ,m,90,0.011386971027750048
r,e,c,398,0.05035571632271688
e,c,e,73,0.009236098722508372
c,e,n,121,0.015309149937308399
n,t, ,2937,0.3715948212055766
t, ,w,139,0.017586544142858408
 ,w,o,163,0.020623069750258422
w,o,r,226,0.028593949469683456
o,r,k,178,0.022520898254883428
r,k,s,48,0.006073051214800026
k,s, ,134,0.01695393464131674
 ,e,x,547,0.06920747946865863
e,x,p,359,0.04542136221069186
x,p,l,103,0.013031755731758389
p,l,o,101,0.012778711931141721
l,o,r,153,0.01935785074717508
o,r,e,403,0.05098832582425855
r,e, ,3561,0.4505444869979769
e, ,s,1740,0.22014810653650094
 ,s,y,133,0.016827412741008404
s,y,m,36,0.004554788411100019
y,m,m,2,0.00025304380061666774
m,m,e,663,0.08388401990442536
m,e,t,487,0.0616161654501586
e,t,r,74,0.009362620622816707
t,r,y,163,0.020623069750258422
r,y, ,341,0.04314396800514185
 ,t,r,1043,0.13196234202159224
t,r,a,847,0.10716404956115878
r,a,n,550,0.06958704516958363
a,n,s,1089,0.13778234943577558
n,s,f,32,0.004048700809866684
s,f,o,28,0.0035426132086333485
f,o,r,915,0.11576753878212549
o,r,m,384,0.04858440971840021
r,m,a,269,0.03403439118294181
m,a,t,507,0.06414660345632527
o,n,s,1257,0.1590380286875757
n,s, ,1702,0.21534027432478425
s, ,i,543,0.0687013918674253
n, ,d,875,0.11070666276979214
 ,d,e,5131,0.649183870482061
d,e,e,29,0.003669135108941682
e,e,p,49,0.006199573115108359
e,p, ,66,0.008350445420350036
p, ,l,20,0.0025304380061666773
., ,t,213,0.026949164765675115
t,h,i,438,0.05541659233505024
h,i,s,308,0.038968745294966835
s, ,s,881,0.11146579417164214
s,u,c,136,0.017206978441933408
u,c,c,93,0.01176653672867505
c,c,i,10,0.0012652190030833386
c,i,n,56,0.007085226417266697
i,n,c,479,0.060603990247691926
n,c,t,88,0.01113392722713338
c,t,l,23,0.002910003707091679
t,l,y,67,0.00847696732065837
y, ,m,73,0.009236098722508372
 ,m,o,1344,0.17004543401440073
m,o,t,87,0.011007405326825048
o,t,i,136,0.017206978441933408
t,i,v,323,0.04086657379959184
i,v,a,73,0.009236098722508372
v,a,t,46,0.005820007414183358
a,t,e,501,0.06338747205447527
d, ,b,140,0.01771306604316674
 ,b,y,117,0.014803062336075062
b,y, ,128,0.016194803239466735
y, ,h,52,0.0065791388160333615
 ,h,e,198,0.025051336261050106
h,e,r,722,0.09134881202261705
e,r,m,331,0.04187874900205851
m,a,n,480,0.06073051214800026
a,n,n,95,0.012019580529291718
n,n, ,4,0.0005060876012333355
n, ,w,121,0.015309149937308399
 ,w,e,298,0.03770352629188349
w,e,y,1,0.00012652190030833387
e,y,l,2,0.00025304380061666774
y,l,’,1,0.00012652190030833387
l,’,s,1,0.00012652190030833387
’,s, ,80,0.01012175202466671
s, ,g,217,0.02745525236690845
 ,g,u,43,0.005440441713258357
g,u,i,56,0.007085226417266697
u,i,d,48,0.006073051214800026
i,d,i,57,0.007211748317575031
d,i,n,153,0.01935785074717508
g, ,p,47,0.005946529314491692
p,r,i,336,0.04251135850360018
r,i,n,287,0.03631178538849182
n,c,i,120,0.015182628037000065
c,i,p,89,0.011260449127441714
i,p,l,65,0.008223923520041702
l,e,:,15,0.001897828504625008
e,:, ,15,0.001897828504625008
:, ,_,4,0.0005060876012333355
 ,_,w,1,0.00012652190030833387
_,w,h,4,0.0005060876012333355
w,h,e,163,0.020623069750258422
h,e,n,179,0.022647420155191764
n,e,v,19,0.0024039161058583437
e,v,e,830,0.1050131772559171
e,r, ,3873,0.4900193198941771
r, ,y,88,0.01113392722713338
 ,y,o,1997,0.25266423491574275
y,o,u,2257,0.28555992899590954
o,u, ,1485,0.1878850219578758
u, ,h,57,0.007211748317575031
 ,h,a,405,0.051241369624875216
h,a,v,137,0.01733350034224174
a,v,e,743,0.09400577192909207
v,e, ,508,0.06427312535663361
e, ,t,1501,0.18990937236280914
d,o, ,133,0.016827412741008404
o, ,w,51,0.0064526169157250275
a, ,s,454,0.057440942739983576
r,e,-,63,0.007970879719425034
e,-,e,4,0.0005060876012333355
-,e,n,7,0.0008856533021583371
e,n,d,765,0.09678925373587541
n,d,o,43,0.005440441713258357
d,o,w,53,0.006705660716341695
o,w,e,98,0.012399146230216719
w,e,d,10,0.0012652190030833386
d, ,e,132,0.01670089084070007
 ,e,n,1888,0.23887334778213434
t,i,t,308,0.038968745294966835
t,y,",",40,0.005060876012333355
y,",", ,127,0.016068281339158403
",", ,t,233,0.029479602771841792
d,e,t,43,0.005440441713258357
e,t,e,113,0.014296974734841728
r,m,i,116,0.014676540435766728
m,i,n,400,0.05060876012333355
e, ,[,82,0.010374795825283377
 ,[,.,1,0.00012652190030833387
[,.,.,1,0.00012652190030833387
.,.,.,158,0.01999046024871675
.,.,],1,0.00012652190030833387
.,], ,1,0.00012652190030833387
], ,t,17,0.002150872305241676
t,h,o,214,0.027075686665983447
h,o,s,215,0.027202208566291783
o,s,e,308,0.038968745294966835
s,e, ,1418,0.17940805463721743
s, ,w,152,0.01923132884686675
 ,w,h,426,0.05389832953135023
w,h,i,131,0.016574368940391736
h,i,c,95,0.012019580529291718
i,c,h,232,0.029353080871533457
h, ,l,52,0.0065791388160333615
e,a,v,12,0.0015182628037000065
e, ,a,1267,0.160303247690659
 ,a,l,468,0.05921224934430025
a,l,l,512,0.06477921295786694
l, ,s,323,0.04086657379959184
u,r,a,114,0.014423496635150062
r,e,l,203,0.025683945762591774
e,l,a,128,0.016194803239466735
l,a,t,255,0.03226308457862514
s, ,u,339,0.042890924204525185
 ,u,n,2044,0.25861076423023444
u,n,d,244,0.030871343675233465
n,d,i,184,0.023280029656733432
d,i,s,204,0.02581046766290011
i,s,t,486,0.06148964354985026
s,t,u,48,0.006073051214800026
u,r,b,7,0.0008856533021583371
r,b,e,3,0.00037956570092500164
b,e,d,30,0.003795657009250016
e,d,.,43,0.005440441713258357
d,.,_,2,0.00025304380061666774
{,{,d,3,0.00037956570092500164
{,d,a,3,0.00037956570092500164
t,e,},5,0.0006326095015416693
e,},},6,0.0007591314018500033
},},{,3,0.00037956570092500164
},{,{,3,0.00037956570092500164
{,{,t,3,0.00037956570092500164
{,t,i,3,0.00037956570092500164
t,i,m,243,0.03074482177492513
i,m,e,374,0.047319190715316865
m,e,},3,0.00037956570092500164
},},"
",3,0.00037956570092500164
},"
",t,3,0.00037956570092500164
 ,#,r,18,0.0022773942055500096
#,r,e,17,0.002150872305241676
s,o,u,394,0.049849628721483547
u,r,c,233,0.029479602771841792
r,c,e,403,0.05098832582425855
c,e,"
",65,0.008223923520041702
e,"
","
",389,0.04921701921994188
"
","
","
",515,0.06515877865879194
"
","
",-,359,0.04542136221069186
"
",-,-,185,0.023406551557041765
-,-,-,268,0.03390786928263348
-,-,"
",175,0.022141332553958427
-,"
",#,128,0.016194803239466735
"
",#,#,939,0.11880406438952551
#,#,#,377,0.04769875641624187
#,#, ,943,0.11931015199075884
 ,s,o,1249,0.158025853485109
c,e,s,743,0.09400577192909207
e,s,"
",258,0.03264265027955014
s,"
",1,20,0.0025304380061666773
"
",1,.,214,0.027075686665983447
#, ,o,36,0.004554788411100019
 ,o,b,185,0.023406551557041765
o,b,j,171,0.02163524495272509
b,j,e,178,0.022520898254883428
j,e,c,182,0.023026985856116764
e,c,t,725,0.09172837772354206
c,t,i,994,0.12576276890648386
i,f, ,236,0.029859168472766793
f, ,"
",3,0.00037956570092500164
 ,"
","
",604,0.07641922778623365
"
","
",l,128,0.016194803239466735
"
",l,e,104,0.013158277632066723
e, ,b,523,0.06617095386125861
 ,b,u,293,0.03707091679034182
b,u,t,294,0.03719743869065016
u,t, ,1262,0.15967063818911734
t, ,d,1477,0.18687284675540913
d,e, ,3766,0.47648147656118534
 ,l,a,1815,0.229637249059626
l,a, ,1571,0.1987659053843925
s,t,o,223,0.028214383768758452
o,r,y,92,0.011640014828366716
y, ,b,110,0.013917409033916726
 ,b,i,209,0.02644307716444178
b,i,b,4,0.0005060876012333355
i,b,l,181,0.022900463955808432
e, ,c,1539,0.19471720457452582
 ,c,',547,0.06920747946865863
c,',e,561,0.07097878607297531
',e,s,733,0.09274055292600873
s,t, ,1627,0.2058511318016592
t, ,m,295,0.037323960590958494
 ,m,e,878,0.11108622847071714
m,e, ,1164,0.14727149195890063
e, ,f,1013,0.1281666850123422
 ,f,a,1432,0.1811793612415341
f,a,i,1111,0.14056583124255892
a,i,r,873,0.11045361896917547
i,r,e,1395,0.17649805093012574
 ,p,e,1510,0.19104806946558414
p,e,n,343,0.043397011805758515
e,n,s,515,0.06515877865879194
n,s,e,248,0.0313774312764668
s,e,r,714,0.09033663682015039
r, ,à,203,0.025683945762591774
 ,à, ,1315,0.16637629890545905
à, ,m,107,0.013537843332991724
m,a, ,93,0.01176653672867505
a, ,v,263,0.03327525978109181
 ,v,i,655,0.08287184470195869
v,i,e,377,0.04769875641624187
i,e, ,358,0.04529484031038353
o,m,m,708,0.08957750541830038
e, ,à,338,0.042764402304216846
à, ,u,72,0.009109576822200038
u,n,e,916,0.11589406068243382
c,c,e,107,0.013537843332991724
s,s,i,527,0.06667704146249195
s,i,o,359,0.04542136221069186
p,e,t,91,0.011513492928058382
e,t,i,137,0.01733350034224174
t,e,s,560,0.07085226417266696
e,s, ,5340,0.6756269476465029
s, ,h,147,0.01859871934532508
 ,h,i,130,0.016447847040083403
t,o,i,213,0.026949164765675115
o,i,r,803,0.10159708594759209
 ,e,t,1749,0.22128680363927594
e,t, ,2096,0.26518990304626777
e, ,d,2384,0.3016282103350679
d,o,n,485,0.06136312164954193
o,n,n,684,0.08654097981090036
n,n,e,575,0.07275009267729197
r, ,l,1465,0.18535458395170912
a, ,m,308,0.038968745294966835
t,i,è,15,0.001897828504625008
i,è,r,193,0.024418726759508437
è,r,e,277,0.035046566385408484
r,e,m,320,0.04048700809866684
e,m,i,197,0.024924814360741773
m,i,è,56,0.007085226417266697
o,n,t,1088,0.13765582753546726
t, ,o,342,0.04327048990545018
 ,o,n,944,0.11943667389106717
 ,a,u,912,0.1153879730812005
a,u,r,40,0.005060876012333355
r,a, ,139,0.017586544142858408
a, ,b,142,0.01796610984378341
 ,b,e,616,0.07793749058993367
b,e,s,170,0.02150872305241676
e,s,o,211,0.026696120965058447
s,o,i,358,0.04529484031038353
o,i,n,545,0.06895443566804196
n, ,à,54,0.006832182616650029
à, ,l,357,0.045168318410075195
 ,l,',1037,0.13120321061974222
l,',a,366,0.0463070155128502
',a,v,105,0.013284799532375057
e,n,i,143,0.018092631744091744
n,i,r,148,0.018725241245633413
i,r, ,1086,0.1374027837348506
r, ,p,568,0.07186443937513363
p,o,u,1443,0.18257110214492578
r, ,c,613,0.07755792488900866
 ,c,r,477,0.060350946447075254
c,r,é,219,0.02770829616752512
r,é,e,180,0.022773942055500096
é,e,r,91,0.011513492928058382
r, ,u,488,0.06174268735046693
u,n, ,1213,0.15347106507400898
n, ,c,531,0.06718312906372528
c,o,n,1322,0.1672619522076174
e,n,u,82,0.010374795825283377
n,u, ,61,0.007717835918808366
u, ,c,417,0.052759632428575225
o,n,v,119,0.01505610613669173
n,v,a,21,0.0026569599064750113
v,a,i,222,0.02808786186845012
n,c,a,35,0.004428266510791685
c,a,n,527,0.06667704146249195
a,n,t,1144,0.14474105395273396
t, ,s,564,0.0713583517739003
s,u,s,75,0.00948914252312504
u,s,c,16,0.002024350404933342
s,c,e,14,0.0017713066043166742
c,e,p,157,0.019863938348408418
e,p,t,144,0.018219153644400077
p,t,i,219,0.02770829616752512
t,i,b,9,0.0011386971027750048
d,e,v,221,0.027961339968141787
r, ,v,122,0.015435671837616733
v,i,r,89,0.011260449127441714
i,r,a,42,0.005313919812950023
a,l,.,139,0.017586544142858408
l,.,"
",30,0.003795657009250016
.,"
","
",881,0.11146579417164214
#, ,c,125,0.015815237538541735
t, ,q,429,0.05427789523227523
 ,q,u,2866,0.36261176628368486
q,u,o,195,0.024671770560125105
u,o,i,169,0.021382201152108423
o,i,"
",15,0.001897828504625008
i,"
","
",22,0.002783481806783345
"
","
",u,68,0.008603489220966704
 ,l,i,610,0.07717835918808366
l,i,s,568,0.07186443937513363
t,e, ,1128,0.1427167035478006
e,s,",",368,0.046560059313466864
s,",", ,1153,0.14587975105550896
",", ,e,600,0.07591314018500032
n, ,u,154,0.019484372647483417
 ,p,h,151,0.019104806946558413
p,h,r,10,0.0012652190030833386
h,r,a,10,0.0012652190030833386
r,a,s,74,0.009362620622816707
a,s,e,439,0.05554311423535857
s,e,",",102,0.012905233831450055
",", ,q,143,0.018092631744091744
q,u,i,925,0.11703275778520883
u,i, ,856,0.10830274666393379
i, ,v,115,0.014550018535458396
e,n,n,113,0.014296974734841728
n,e,n,111,0.01404393093422506
e, ,n,469,0.05933877124460859
 ,n,o,812,0.1027357830503671
n,o,t,357,0.045168318410075195
o,t,r,181,0.022900463955808432
t,r,e,1439,0.18206501454369245
e, ,v,565,0.07148487367420864
i,e,.,34,0.004301744610483352
., ,q,35,0.004428266510791685
q,u,e,2341,0.29618776862180957
u,e, ,1546,0.19560285787668416
 ,c,e,931,0.11779188918705884
o,i,t,324,0.04099309569990017
i,t, ,1177,0.14891627666290896
t, ,l,970,0.12272624329908385
l,e,s,1829,0.23140855566394264
 ,g,r,436,0.05516354853443357
g,r,a,354,0.04478875270915019
n,d,e,457,0.05782050844090858
d,e,s,1213,0.15347106507400898
e,n,r,85,0.01075436152620838
n,r,e,85,0.01075436152620838
e, ,h,170,0.02150872305241676
 ,a,v,758,0.09590360043371707
v,e,c,374,0.047319190715316865
e,c, ,414,0.05238006672765022
c, ,s,70,0.00885653302158337
 ,s,e,1247,0.15777280968449234
e,n,a,100,0.012652190030833387
n,a,",",4,0.0005060876012333355
a,",", ,66,0.008350445420350036
e, ,j,413,0.05225354482734189
 ,j,',269,0.03403439118294181
j,',a,266,0.03365482548201681
',a,i,303,0.038336135793425166
a,i, ,309,0.03909526719527517
i, ,a,160,0.02024350404933342
 ,a,i,135,0.017080456541625072
a,i,d,72,0.009109576822200038
i,d,é,233,0.029479602771841792
d,é, ,22,0.002783481806783345
é, ,m,24,0.003036525607400013
m,o,n,585,0.07401531168037531
n, ,p,842,0.10653144005961712
 ,p,è,10,0.0012652190030833386
p,è,r,14,0.0017713066043166742
à, ,c,151,0.019104806946558413
n,s,t,289,0.036564829189108486
r,u,i,57,0.007211748317575031
u,i,r,104,0.013158277632066723
e, ,m,1160,0.1467654043576673
a,i,s,745,0.09425881572970873
i,s,o,81,0.010248273924975043
s,o,n,713,0.09021011491984204
n, ,e,448,0.056681811338133575
e,t,c,141,0.017839587943475076
t,c, ,24,0.003036525607400013
c, ,c,61,0.007717835918808366
e, ,q,865,0.10944144376670879
q,u,a,285,0.03605874158787516
u,a,n,218,0.027581774267216783
d, ,j,19,0.0024039161058583437
 ,j,e,727,0.09198142152415872
j,e, ,639,0.08084749429702534
s,u,i,248,0.0313774312764668
