T,I,0.7422945330848272
I,O,0.4820371722849454
O,N,1.1000626717527842
N,SPACE,1.4988826920425071
SPACE,1,0.255885983595031
1,.,0.0119927660110587
.,RET,0.3276555730441089
RET,A,0.0352153539773732
A,R,0.7777667441869317
R,K,0.0749347518145876
K,A,0.039800246163824
A,N,1.327253322877677
N,S,0.2918938421682228
S,A,0.124946747695191
A,S,0.6761572501423097
S,SPACE,1.7417295938399515
SPACE,H,0.6069352224857947
H,I,0.430024977693848
I,G,0.159250156516412
G,H,0.1245381306528199
W,A,0.337172512753821
A,Y,0.1419956643158988
Y,SPACE,0.7204843347377943
1,0,0.0273162296667143
7,SPACE,0.0226632720898768
SPACE,I,1.0232170894312382
I,S,0.6745925638219333
SPACE,A,1.8722426923351263
A,SPACE,0.5299769031554304
SPACE,S,1.0160558676040548
S,T,0.7265993031951309
T,A,0.3456174459711976
A,T,0.8400459459822998
T,E,0.8141400961177462
E,SPACE,2.623131153496012
SPACE,O,1.0273708321535575
O,F,0.6090513414558266
F,SPACE,0.5925930052269575
SPACE,T,2.1724817008981727
T,H,1.942068083319703
H,A,0.4305419750607194
T,SPACE,0.9847505566605772
SPACE,R,0.4931429785371666
R,U,0.0937036037657669
U,N,0.3013099914218171
I,N,1.6306339003008998
SPACE,F,0.689910715818055
F,A,0.0913655934955747
A,U,0.0940846014268944
U,L,0.1644174150595112
L,K,0.0115816710264607
K,N,0.0248013866982144
N,E,0.4309829052187284
E,R,1.3163151054133406
R,SPACE,0.8102638829248311
N,D,0.8340834177844236
D,SPACE,1.5450662921493383
SPACE,C,0.8349265111000114
C,L,0.1117284738487633
L,E,0.5258968870164442
E,B,0.0372108901618132
B,U,0.1227273103934698
U,R,0.3102528037767432
R,N,0.1349970379421379
C,O,0.4984982610894368
O,U,0.4114902195039208
N,T,0.5783697728866843
I,E,0.2441387648061468
E,S,0.7397860066844218
S,.,0.1747489111783602
RET,R,0.0131095627135193
R,O,0.501313209700778
U,T,0.2021624796587454
SPACE,D,0.4585171813180672
D,E,0.5019277456146987
S,C,0.1146015948065882
C,R,0.1003694493643002
R,I,0.5255353321513785
I,P,0.0726948792915802
P,T,0.0583183765499925
N,.,0.0732181370515334
SPACE,B,0.6804004172431775
B,E,0.3257594166988012
E,G,0.0929611885562715
G,I,0.1022280059011081
SPACE,3,0.0284375890285397
6,SPACE,0.0244399816331826
SPACE,N,0.2996036379610826
E,A,0.4473736504239847
H,O,0.2762530583491678
O,L,0.2596018608183675
L,L,0.3561797527338898
L,A,0.4200089229963071
D,.,0.0491319331649916
.,SPACE,0.5346890941623248
H,E,1.7931749575862457
N,O,0.2156451255982698
O,R,0.8205218272270531
R,T,0.2541031946670176
H,SPACE,0.4190258103407334
T,O,0.6169129096496624
O,SPACE,0.5572793262523571
SPACE,M,0.5556823080913386
M,E,0.4706713069322692
E,E,0.1992653407621578
E,T,0.2362649005261981
SPACE,2,0.1692105542597046
5,SPACE,0.0292923542634328
2,2,0.0116853763415708
E,F,0.0806410158461999
F,O,0.3234478336512498
R,E,1.023457506002253
SPACE,E,0.3570319089515264
E,N,0.7978964857540841
N,G,0.6120506252505049
G,SPACE,0.430829734684103
SPACE,Q,0.024015086320465
Q,U,0.0698982999093915
U,I,0.0646684873688181
I,T,0.6461025697482137
T,M,0.0151265702361463
M,A,0.3932092475380305
T,Y,0.138450502956154
Y,.,0.0607379779052956
N,",",0.0766570527372605
",",SPACE,0.943701720972833
A,L,0.7301070707214226
L,S,0.1085478071797487
S,O,0.2558169944377688
T,S,0.1962643093004178
1,2,0.0191254384484551
4,",",0.0135764769357356
SPACE,W,0.8336157046286934
W,H,0.1611172017218055
I,C,0.4413919915134506
C,H,0.401880459948226
L,O,0.2536612159087715
O,W,0.1791221920919746
W,S,0.0235242852345156
W,N,0.0592393658831893
A,F,0.0714084090840969
F,T,0.0666840717911234
B,R,0.0994835007556913
A,K,0.0669876228347435
K,I,0.0723160974226203
H,",",0.0181563695460562
E,U,0.0304089637158511
N,I,0.2699040398222558
W,I,0.2293750789103666
SPACE,J,0.1241216865586795
J,U,0.0460778912162682
U,S,0.2608313695629742
S,P,0.1135240082629913
P,R,0.2515256666260139
G,S,0.0328621577287481
D,S,0.0712714980948137
1,1,0.0175734851309573
0,SPACE,0.0561807987251096
RET,S,0.025262221535723
S,E,0.5172106946028623
E,C,0.2878197056805657
2,.,0.0117332124857179
SPACE,P,0.6334234948820096
P,U,0.0720013238597966
S,K,0.0286958567702565
I,SPACE,0.0675939072634655
R,S,0.2761817410497126
SPACE,4,0.0197702901442289
SPACE,L,0.3761654116351379
L,I,0.4050112744143045
T,T,0.1018663074776767
T,L,0.0616269849312626
O,C,0.1204307822493217
C,K,0.0976255746273592
K,SPACE,0.1148352391677386
H,R,0.0561564312529345
U,G,0.0774421172647305
O,M,0.3373233239379131
S,U,0.1567684068720597
U,B,0.0690101043002746
R,B,0.0242699585947475
B,S,0.0228470767314273
SPACE,U,0.1814913919775508
I,L,0.3114977356831699
L,SPACE,0.4722390079783269
R,M,0.117100427896469
M,I,0.2155802809086112
N,A,0.3147883743020445
SPACE,6,0.0144496051581131
B,SPACE,0.0207984988516635
SPACE,V,0.1297884782813688
V,I,0.1973096264200533
I,A,0.2435367247117176
A,.,0.0348091774272205
RET,RET,0.0417417107777073
S,H,0.2271952013009216
A,G,0.1459262049877617
G,A,0.1411622268608271
U,SPACE,0.0215607500823097
O,G,0.0631209094606427
G,U,0.0756010748485485
U,C,0.1015349872527792
:,RET,0.0541314718451765
RET,B,0.0175701395968676
B,I,0.0769984407727673
G,R,0.1238498931222385
R,A,0.4969321766354111
A,P,0.1225594095221812
P,H,0.0613856570767086
H,Y,0.0257065034694898
B,O,0.1366272680189975
A,M,0.2834938926526818
M,U,0.0765197672478927
A,I,0.2076218545095466
S,S,0.2045142215987085
L,Y,0.2211303347132443
SPACE,K,0.1024089268920068
A,Z,0.0186584430845538
Z,A,0.021820259915974
A,W,0.0467754537989577
A,",",0.0373867179515604
I,K,0.0272836356760129
F,E,0.1419561795236397
T,U,0.1494851791589624
E,",",0.100256244230376
J,A,0.0437921112245497
P,A,0.2214421996587438
U,D,0.0749708099310721
D,I,0.3103670263025642
E,D,0.8644278676190241
