T,I,O,0.3072231480251992
I,O,N,0.4067806624809552
O,N,SPACE,0.4294986677582049
N,SPACE,1,0.083205305309211
.,RET,A,0.0261786544512232
A,R,K,0.0264223104479702
A,N,S,0.0429265666288866
A,S,SPACE,0.4046038432888681
S,SPACE,H,0.0501141719870344
SPACE,H,I,0.1460489224238363
H,I,G,0.0225830167217344
I,G,H,0.0671479712876582
W,A,Y,0.0242988637596151
A,Y,SPACE,0.059843053777991
Y,SPACE,1,0.0201439600870333
SPACE,1,0,0.014027886854447
SPACE,I,S,0.1699869303852105
I,S,SPACE,0.2940632837086421
S,SPACE,A,0.3206791607670363
SPACE,A,SPACE,0.3310028360757839
A,SPACE,S,0.0617181507352047
SPACE,S,T,0.1843753297461542
S,T,A,0.1323037706499704
T,A,T,0.0707248215962332
A,T,E,0.2101969483
T,E,SPACE,0.1023865692369526
E,SPACE,H,0.0850703719058239
Y,SPACE,O,0.0647071357775549
SPACE,O,F,0.5843129893635284
O,F,SPACE,0.5539938432513145
F,SPACE,T,0.200982354991969
SPACE,T,H,1.4550357664888995
T,H,A,0.1166297873984103
H,A,T,0.1055784272168305
A,T,SPACE,0.2119078456950951
T,SPACE,R,0.0278868304790364
SPACE,R,U,0.0291377294201453
R,U,N,0.013019507926495
N,S,SPACE,0.0932843509209915
S,SPACE,I,0.1211124722700897
SPACE,I,N,0.6539757224780015
I,N,SPACE,0.5493767440575831
N,SPACE,F,0.0543443002432881
SPACE,F,A,0.066699713411326
N,E,R,0.0453396079910402
E,R,SPACE,0.4296055188740261
R,SPACE,A,0.0800009952015183
SPACE,A,N,0.6007452229364968
A,N,D,0.5971628862016816
N,D,SPACE,0.5789777488074555
D,SPACE,C,0.0641053078998403
SPACE,C,L,0.0505245616631396
C,L,E,0.0192548344693728
B,U,R,0.0170682720334165
U,R,N,0.0294270557022164
R,N,E,0.0226997483981226
N,E,SPACE,0.0972282986958852
E,SPACE,C,0.1833708768274231
SPACE,C,O,0.351676769957622
C,O,U,0.0572507954003241
O,U,N,0.1035138831501241
U,N,T,0.0508371506421361
N,T,I,0.0699028563270882
T,I,E,0.0271703993337482
I,E,S,0.0823172220501195
E,S,.,0.0484443198012179
S,.,RET,0.0673068342235704
R,O,U,0.0683437126079649
O,U,T,0.0792487992981452
U,T,E,0.0252133742413474
E,SPACE,D,0.0881432699338099
SPACE,D,E,0.1687012403862368
D,E,S,0.0517686259777034
E,S,C,0.0163399629937766
S,C,R,0.0169304809689345
C,R,I,0.0267151695141733
P,T,I,0.0157117890351063
O,N,.,0.0454899011166818
N,.,RET,0.0304853742164576
A,R,SPACE,0.0659011731224764
R,SPACE,1,0.0191889037294686
SPACE,B,E,0.2017084045477649
B,E,G,0.0138326724436506
E,G,I,0.0256102881560729
G,I,N,0.0353144654247782
I,N,S,0.058258450294779
SPACE,A,T,0.1188885097590122
T,SPACE,A,0.0964761340008524
SPACE,A,R,0.1283225039416405
SPACE,N,E,0.08144698996173
N,E,A,0.0131190438073292
E,A,R,0.1046045210216713
R,SPACE,H,0.0309696839676063
SPACE,H,O,0.083259164663053
H,O,L,0.0258349133068511
O,L,L,0.049569274363856
L,L,A,0.0266124378992833
L,A,N,0.0811370536916665
N,D,.,0.0113103644401298
D,.,SPACE,0.0309754949605866
.,SPACE,T,0.1349748238454495
T,H,E,1.4103601970813038
H,E,SPACE,1.3198057520440951
E,SPACE,R,0.1042678017538866
SPACE,R,O,0.0669001271316311
S,SPACE,N,0.036520586639098
SPACE,N,O,0.1081493640563442
N,O,R,0.0383927500123152
O,R,T,0.0896962406432044
R,T,H,0.0397390403666546
T,H,SPACE,0.2074912039133453
H,SPACE,T,0.0598299774833684
SPACE,T,O,0.4082753110438322
T,O,SPACE,0.3629250859753919
O,SPACE,M,0.0219022317428377
SPACE,M,E,0.0912420833676543
E,E,T,0.0157629956800153
E,T,SPACE,0.0411159211362427
R,SPACE,2,0.0164467704179212
D,SPACE,A,0.181543335139293
B,E,F,0.0123977441609405
E,F,O,0.0167021170589777
F,O,R,0.2461691607068004
O,R,E,0.0697008197730829
R,E,SPACE,0.2299142466822498
E,SPACE,E,0.0770406594156445
SPACE,E,N,0.0667010241616223
E,N,T,0.2921206456611602
N,T,E,0.0919525974116049
T,E,R,0.2451267709294934
E,R,I,0.0828861001620522
R,I,N,0.0772404739358141
I,N,G,0.4634950926183631
N,G,SPACE,0.4128032417674064
SPACE,Q,U,0.0217652271285334
Q,U,I,0.019063608484478
U,I,T,0.0107494444549961
M,A,N,0.0965512961678434
A,N,SPACE,0.2432375490774199
N,SPACE,A,0.1806290555992796
N,T,Y,0.0117894998484421
T,Y,.,0.0123931690182396
Y,.,SPACE,0.031149974550029
.,SPACE,I,0.0742825848838268
A,N,",",0.0119368593900872
N,",",SPACE,0.0762436358521378
",",SPACE,A,0.1804222566525311
SPACE,A,L,0.1327821445747772
A,L,S,0.0652010764225474
L,S,O,0.044159502049268
S,O,SPACE,0.0492070766069784
E,T,S,0.0110186413575168
T,S,SPACE,0.1385984741812707
4,",",SPACE,0.0122106501603131
",",SPACE,W,0.0948568081181245
SPACE,W,H,0.1506910756732314
W,H,I,0.0730337706598559
H,I,C,0.0607339020960409
I,C,H,0.0667604510833895
C,H,SPACE,0.1268060969238448
H,SPACE,I,0.0254864472197443
SPACE,I,T,0.1147682847942698
I,T,SPACE,0.0933812403345608
T,SPACE,F,0.0401717814561458
SPACE,F,O,0.2593037712343153
F,O,L,0.0205702098417237
L,L,O,0.0349107793001884
L,O,W,0.0430405956629971
O,W,S,0.0103779154043424
W,S,SPACE,0.0129037936420036
S,SPACE,E,0.0366900416857379
SPACE,E,A,0.0405936370765096
E,A,S,0.0763428221995596
A,S,T,0.0637661731065096
S,T,SPACE,0.1904420376259144
T,SPACE,O,0.1044371631755055
SPACE,O,U,0.0249921258329991
U,T,SPACE,0.0751490906963739
T,O,W,0.0190047870045143
O,W,N,0.056612191614296
N,.,SPACE,0.0407767488929035
.,SPACE,A,0.0492181181178078
SPACE,A,F,0.0441269829585834
A,F,T,0.0431865133793163
F,T,E,0.043556837788031
R,SPACE,B,0.0288390780859661
SPACE,B,R,0.0648910652524669
B,R,E,0.0117178392572426
R,E,A,0.0891382729670715
E,A,K,0.0107727258769257
A,K,I,0.0121959697569945
K,I,N,0.0404511897276416
H,",",SPACE,0.0180536441728343
SPACE,R,E,0.287426555491691
U,N,I,0.0661553151215938
N,I,T,0.0438853305372894
I,T,E,0.0642740139463109
T,E,S,0.0502781593324384
E,S,SPACE,0.2702805372406993
S,SPACE,W,0.1013478620438114
SPACE,W,I,0.1838254512718499
W,I,T,0.1373307102530161
I,T,H,0.1442827113662371
H,SPACE,A,0.0659672037290698
O,SPACE,A,0.0516499593842112
A,R,E,0.1073459053330494
E,A,SPACE,0.0139841077945504
SPACE,J,U,0.0378478898391453
U,S,T,0.0476543118726304
T,SPACE,S,0.0545683012272586
SPACE,S,O,0.1086944863795734
S,O,U,0.0324784387003388
U,T,H,0.0338559186700622
H,SPACE,O,0.0257919893554812
F,SPACE,H,0.023793538312049
SPACE,H,E,0.1893104606534459
B,E,R,0.0923468149257209
R,SPACE,S,0.0515803148518008
SPACE,S,P,0.0596704841389803
P,R,I,0.0483102550125782
N,G,S,0.0272075497421464
S,.,SPACE,0.1026287022666887
E,N,D,0.0584455630204106
N,D,S,0.0250090220284853
D,S,SPACE,0.0433070836815721
N,SPACE,H,0.0453973246957541
SPACE,H,A,0.1580310588741587
H,A,S,0.0446741962406186
R,SPACE,C,0.0422521543930971
T,Y,SPACE,0.0867505727773131
Y,SPACE,A,0.0825309617317704
D,SPACE,I,0.1381276776415102
